tmr/fid,tmr/tmr_score,tmr/precision,tmr/recall,tmr/density,tmr/coverage,tmr/R1,tmr/R2,tmr/R3
91.47300720214844,0.6487211585044861,0.9906250000000001,0.8390625,1.0661458333333333,0.9203125000000001,0.6578124761581421,0.809374988079071,0.871874988079071
