tmr/fid,tmr/tmr_score,tmr/precision,tmr/recall,tmr/density,tmr/coverage,tmr/R1,tmr/R2,tmr/R3
54.66315841674805,0.614125669002533,0.9875,0.86875,1.1026041666666666,0.9359375000000001,0.5953124761581421,0.7406250238418579,0.8046875
