tmr/fid,tmr/tmr_score,tmr/precision,tmr/recall,tmr/density,tmr/coverage,tmr/R1,tmr/R2,tmr/R3
132.5665740966797,0.5873743295669556,0.9578125000000001,0.83125,1.0015625000000001,0.8812500000000001,0.598437488079071,0.7484375238418579,0.817187488079071
